shipment_id,warehouse_id,destination_id,carrier_id,order_date,planned_ship_date,actual_ship_date,planned_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost,status,on_time_flag
SHP-014364,WH-07,DST-11,CAR-05,2025-11-02,2025-11-03,2025-11-03,2025-11-04,2025-11-04,810.4,834.4,5951.86,Delivered,True
SHP-014365,WH-08,DST-15,CAR-05,2025-11-02,2025-11-02,2025-11-02,2025-11-03,2025-11-03,905.4,208.0,2622.63,Delivered,True
SHP-014366,WH-03,DST-09,CAR-06,2025-11-03,2025-11-04,2025-11-05,2025-11-12,2025-11-16,6035.9,547.5,812.12,Delivered,False
SHP-014367,WH-09,DST-12,CAR-02,2025-11-03,2025-11-03,2025-11-03,2025-11-04,2025-11-04,1754.3,3210.2,9332.53,Delivered,True
SHP-014368,WH-08,DST-12,CAR-05,2025-11-03,2025-11-03,2025-11-03,2025-11-04,2025-11-04,5311.2,327.6,19895.63,Delivered,True
SHP-014369,WH-04,DST-01,CAR-04,2025-11-03,2025-11-03,2025-11-04,2025-11-04,2025-11-04,5853.6,790.5,37106.88,Delivered,True
SHP-014370,WH-08,DST-18,CAR-07,2025-11-03,2025-11-03,2025-11-04,2025-11-11,2025-11-11,5896.0,197.4,468.61,Delivered,True
SHP-014371,WH-04,DST-11,CAR-01,2025-11-03,2025-11-03,2025-11-03,2025-11-05,2025-11-05,1181.6,1108.3,2627.95,Delivered,True
SHP-014372,WH-09,DST-15,CAR-04,2025-11-03,2025-11-04,2025-11-04,2025-11-05,2025-11-05,4443.8,1157.4,38605.19,Delivered,True
SHP-014373,WH-11,DST-17,CAR-03,2025-11-03,2025-11-03,2025-11-03,2025-11-05,2025-11-05,868.1,237.4,265.79,Delivered,True
SHP-014374,WH-01,DST-02,CAR-04,2025-11-03,2025-11-05,2025-11-05,2025-11-06,2025-11-06,947.5,529.4,4423.11,Delivered,True
SHP-014375,WH-11,DST-12,CAR-04,2025-11-03,2025-11-03,2025-11-03,2025-11-04,2025-11-08,7930.0,1133.1,67657.55,Delivered,False
SHP-014376,WH-08,DST-15,CAR-05,2025-11-03,2025-11-03,2025-11-03,2025-11-04,2025-11-04,905.4,183.0,2461.93,Delivered,True
SHP-014377,WH-11,DST-14,CAR-05,2025-11-03,2025-11-04,2025-11-04,2025-11-05,2025-11-05,1935.1,265.5,6395.57,Delivered,True
SHP-014378,WH-11,DST-17,CAR-04,2025-11-04,2025-11-06,2025-11-06,2025-11-07,2025-11-17,868.1,526.6,4036.8,Delivered,False
SHP-014379,WH-08,DST-10,CAR-05,2025-11-04,2025-11-05,,2025-11-07,,10261.0,84.0,20690.33,Cancelled,
SHP-014380,WH-06,DST-12,CAR-07,2025-11-04,2025-11-04,2025-11-04,2025-11-18,2025-11-18,9890.1,421.3,1228.94,Delivered,True
SHP-014381,WH-04,DST-07,CAR-04,2025-11-04,2025-11-05,2025-11-05,2025-11-06,2025-11-06,372.9,163.9,868.42,Delivered,True
SHP-014382,WH-05,DST-11,CAR-03,2025-11-04,2025-11-06,2025-11-06,2025-11-07,,810.7,333.4,302.71,In Transit,
SHP-014383,WH-04,DST-09,CAR-03,2025-11-04,2025-11-04,2025-11-04,2025-11-05,2025-11-05,1424.2,529.4,727.14,Delivered,True
SHP-014384,WH-06,DST-06,CAR-01,2025-11-04,2025-11-04,2025-11-04,2025-11-05,2025-11-05,735.0,265.9,582.18,Delivered,True
SHP-014385,WH-11,DST-20,CAR-02,2025-11-04,2025-11-06,2025-11-06,2025-11-08,2025-11-08,2423.4,1151.4,5108.87,Delivered,True
SHP-014386,WH-07,DST-11,CAR-04,2025-11-04,2025-11-04,2025-11-04,2025-11-05,2025-11-05,810.4,698.4,4659.68,Delivered,True
SHP-014387,WH-07,DST-15,CAR-04,2025-11-04,2025-11-05,2025-11-05,2025-11-07,2025-11-07,10270.4,634.6,54858.85,Delivered,True
SHP-014388,WH-01,DST-06,CAR-06,2025-11-04,2025-11-05,2025-11-05,2025-11-15,2025-11-15,6769.9,763.2,1173.75,Delivered,True
SHP-014389,WH-09,DST-02,CAR-04,2025-11-04,2025-11-04,2025-11-05,2025-11-05,2025-11-08,11356.6,134.7,24326.82,Delivered,False
SHP-014390,WH-12,DST-17,CAR-03,2025-11-04,2025-11-04,2025-11-04,2025-11-06,2025-11-06,845.1,109.8,183.27,Delivered,True
SHP-014391,WH-01,DST-06,CAR-04,2025-11-04,2025-11-05,2025-11-05,2025-11-06,2025-11-06,6769.9,580.3,33808.59,Delivered,True
SHP-014392,WH-08,DST-12,CAR-04,2025-11-04,2025-11-06,2025-11-06,2025-11-07,2025-11-07,5311.2,532.1,24885.42,Delivered,True
SHP-014393,WH-09,DST-10,CAR-07,2025-11-04,2025-11-04,2025-11-05,2025-11-18,2025-11-18,9098.7,340.9,984.3,Delivered,True
SHP-014394,WH-08,DST-06,CAR-04,2025-11-04,2025-11-04,2025-11-04,2025-11-06,2025-11-06,10847.8,146.5,24056.18,Delivered,True
SHP-014395,WH-06,DST-06,CAR-01,2025-11-05,2025-11-06,2025-11-06,2025-11-07,2025-11-07,735.0,453.5,816.6,Delivered,True
SHP-014396,WH-08,DST-08,CAR-05,2025-11-05,2025-11-06,2025-11-06,2025-11-08,2025-11-08,9916.3,1044.1,87591.76,Delivered,True
SHP-014397,WH-01,DST-03,CAR-06,2025-11-05,2025-11-06,2025-11-06,2025-11-11,2025-11-11,3110.3,856.6,591.55,Delivered,True
SHP-014398,WH-05,DST-07,CAR-01,2025-11-05,2025-11-07,2025-11-08,2025-11-08,2025-11-08,744.8,211.6,521.17,Delivered,True
SHP-014399,WH-09,DST-14,CAR-03,2025-11-05,2025-11-05,2025-11-05,2025-11-09,,5032.4,261.3,1625.02,In Transit,
SHP-014400,WH-02,DST-02,CAR-03,2025-11-05,2025-11-07,2025-11-07,2025-11-08,2025-11-08,1295.0,543.6,674.05,Delivered,True
SHP-014401,WH-04,DST-07,CAR-01,2025-11-05,2025-11-06,2025-11-06,2025-11-07,2025-11-07,372.9,1625.7,1157.31,Delivered,True
SHP-014402,WH-04,DST-06,CAR-02,2025-11-05,2025-11-05,2025-11-05,2025-11-06,2025-11-06,320.6,515.5,357.84,Delivered,True
SHP-014403,WH-08,DST-14,CAR-04,2025-11-05,2025-11-05,2025-11-05,2025-11-06,2025-11-06,3903.8,142.6,8559.58,Delivered,True
SHP-014404,WH-02,DST-14,CAR-06,2025-11-05,2025-11-07,2025-11-07,2025-11-26,2025-11-29,14145.7,308.8,1295.52,Delivered,False
SHP-014405,WH-08,DST-14,CAR-03,2025-11-05,2025-11-07,2025-11-07,2025-11-11,2025-11-15,3903.8,3144.5,9139.33,Delivered,False
SHP-014406,WH-01,DST-05,CAR-05,2025-11-05,2025-11-05,2025-11-06,2025-11-06,2025-11-14,2159.1,82.0,4322.97,Delivered,False
SHP-014407,WH-01,DST-01,CAR-03,2025-11-05,2025-11-05,2025-11-06,2025-11-07,2025-11-07,1200.3,336.3,450.61,Delivered,True
SHP-014408,WH-06,DST-09,CAR-02,2025-11-05,2025-11-06,2025-11-07,2025-11-07,2025-11-07,912.5,129.8,469.48,Delivered,True
SHP-014409,WH-08,DST-15,CAR-03,2025-11-05,2025-11-06,2025-11-06,2025-11-08,2025-11-08,905.4,33.7,148.11,Delivered,True
SHP-014410,WH-02,DST-02,CAR-03,2025-11-05,2025-11-05,2025-11-05,2025-11-06,2025-11-12,1295.0,632.3,754.45,Delivered,False
SHP-014411,WH-09,DST-16,CAR-07,2025-11-05,2025-11-07,2025-11-07,2025-11-19,2025-11-19,8055.2,1285.5,2393.19,Delivered,True
SHP-014412,WH-01,DST-01,CAR-02,2025-11-05,2025-11-05,2025-11-05,2025-11-07,2025-11-07,1200.3,288.2,914.15,Delivered,True
SHP-014413,WH-11,DST-20,CAR-01,2025-11-05,2025-11-05,2025-11-05,2025-11-06,2025-11-07,2423.4,232.0,1779.71,Delivered,False
SHP-014414,WH-02,DST-04,CAR-01,2025-11-05,2025-11-05,2025-11-05,2025-11-06,2025-11-06,2438.1,68.3,1112.04,Delivered,True
SHP-014415,WH-04,DST-11,CAR-04,2025-11-05,2025-11-06,2025-11-07,2025-11-07,2025-11-07,1181.6,1627.7,13821.18,Delivered,True
SHP-014416,WH-01,DST-02,CAR-01,2025-11-06,2025-11-07,2025-11-07,2025-11-08,2025-11-08,947.5,308.9,819.72,Delivered,True
SHP-014417,WH-09,DST-13,CAR-04,2025-11-06,2025-11-06,2025-11-06,2025-11-07,2025-11-07,866.5,1408.9,8921.81,Delivered,True
SHP-014418,WH-06,DST-09,CAR-05,2025-11-06,2025-11-07,2025-11-07,2025-11-08,2025-11-08,912.5,183.4,2484.01,Delivered,True
SHP-014419,WH-02,DST-04,CAR-01,2025-11-06,2025-11-07,,2025-11-09,,2438.1,575.8,3215.51,Cancelled,
SHP-014420,WH-05,DST-07,CAR-05,2025-11-06,2025-11-06,2025-11-06,2025-11-07,2025-11-07,744.8,247.6,2367.03,Delivered,True
SHP-014421,WH-07,DST-06,CAR-03,2025-11-06,2025-11-06,2025-11-06,2025-11-07,2025-11-08,1448.5,270.3,476.87,Delivered,False
SHP-014422,WH-08,DST-14,CAR-01,2025-11-06,2025-11-08,2025-11-09,2025-11-11,2025-11-11,3903.8,420.9,4120.55,Delivered,True
SHP-014423,WH-04,DST-05,CAR-05,2025-11-06,2025-11-06,2025-11-07,2025-11-07,2025-11-07,9208.8,34.5,15332.23,Delivered,True
SHP-014424,WH-11,DST-19,CAR-03,2025-11-06,2025-11-07,2025-11-08,2025-11-08,2025-11-08,376.2,2513.1,714.51,Delivered,True
SHP-014425,WH-01,DST-03,CAR-06,2025-11-06,2025-11-07,2025-11-07,2025-11-11,2025-11-15,3110.3,519.8,402.99,Delivered,False
SHP-014426,WH-02,DST-01,CAR-01,2025-11-06,2025-11-06,2025-11-07,2025-11-08,2025-11-10,2205.7,169.7,1386.28,Delivered,False
SHP-014427,WH-08,DST-15,CAR-04,2025-11-06,2025-11-06,2025-11-07,2025-11-07,2025-11-07,905.4,97.5,1723.79,Delivered,True
SHP-014428,WH-04,DST-07,CAR-03,2025-11-06,2025-11-08,2025-11-08,2025-11-09,2025-11-10,372.9,720.9,240.37,Delivered,False
SHP-014429,WH-05,DST-12,CAR-07,2025-11-06,2025-11-06,2025-11-06,2025-11-19,2025-11-19,8976.5,2669.4,5151.43,Delivered,True
SHP-014430,WH-02,DST-02,CAR-03,2025-11-06,2025-11-07,2025-11-07,2025-11-09,2025-11-14,1295.0,707.7,822.8,Delivered,False
SHP-014431,WH-05,DST-09,CAR-02,2025-11-06,2025-11-08,2025-11-08,2025-11-10,2025-11-10,1785.7,913.4,3101.61,Delivered,True
SHP-014432,WH-02,DST-04,CAR-04,2025-11-06,2025-11-06,2025-11-06,2025-11-07,2025-11-10,2438.1,384.1,9114.2,Delivered,False
SHP-014433,WH-06,DST-01,CAR-04,2025-11-06,2025-11-08,2025-11-08,2025-11-09,2025-11-09,6146.1,785.9,38780.49,Delivered,True
SHP-014434,WH-09,DST-06,CAR-04,2025-11-07,2025-11-09,,2025-11-10,,9196.7,603.4,47287.42,Cancelled,
SHP-014435,WH-06,DST-07,CAR-05,2025-11-07,2025-11-07,2025-11-07,2025-11-08,2025-11-08,391.5,199.3,1109.91,Delivered,True
SHP-014436,WH-05,DST-09,CAR-03,2025-11-07,2025-11-08,2025-11-09,2025-11-09,2025-11-09,1785.7,329.3,661.62,Delivered,True
SHP-014437,WH-08,DST-16,CAR-04,2025-11-07,2025-11-08,2025-11-08,2025-11-09,2025-11-09,6063.3,1949.9,83427.11,Delivered,True
SHP-014438,WH-07,DST-09,CAR-02,2025-11-07,2025-11-09,2025-11-10,2025-11-11,2025-11-11,2289.8,488.4,2459.07,Delivered,True
SHP-014439,WH-04,DST-10,CAR-04,2025-11-07,2025-11-08,2025-11-09,2025-11-09,2025-11-09,796.9,328.3,2694.27,Delivered,True
SHP-014440,WH-02,DST-02,CAR-04,2025-11-07,2025-11-07,2025-11-08,2025-11-08,2025-11-08,1295.0,450.1,5387.84,Delivered,True
SHP-014441,WH-06,DST-11,CAR-04,2025-11-07,2025-11-09,2025-11-09,2025-11-10,2025-11-10,1746.6,152.8,3943.77,Delivered,True
SHP-014442,WH-02,DST-02,CAR-04,2025-11-07,2025-11-07,2025-11-08,2025-11-08,2025-11-08,1295.0,453.5,5416.02,Delivered,True
SHP-014443,WH-03,DST-04,CAR-02,2025-11-07,2025-11-08,2025-11-08,2025-11-09,2025-11-09,504.3,659.0,675.73,Delivered,True
SHP-014444,WH-09,DST-15,CAR-04,2025-11-07,2025-11-08,2025-11-08,2025-11-09,2025-11-09,4443.8,380.9,16521.11,Delivered,True
SHP-014445,WH-04,DST-02,CAR-05,2025-11-07,2025-11-09,2025-11-10,2025-11-10,2025-11-10,6608.2,3633.9,179879.72,Delivered,True
SHP-014446,WH-05,DST-07,CAR-04,2025-11-07,2025-11-07,2025-11-07,2025-11-08,2025-11-08,744.8,71.4,1293.73,Delivered,True
SHP-014447,WH-10,DST-12,CAR-07,2025-11-07,2025-11-08,2025-11-08,2025-11-19,2025-11-19,7825.8,2288.2,3894.44,Delivered,True
SHP-014448,WH-08,DST-12,CAR-03,2025-11-07,2025-11-07,2025-11-07,2025-11-12,2025-11-12,5311.2,451.3,2421.44,Delivered,True
SHP-014449,WH-07,DST-07,CAR-02,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-09,1366.5,206.0,865.52,Delivered,True
SHP-014450,WH-04,DST-10,CAR-03,2025-11-08,2025-11-10,2025-11-10,2025-11-11,2025-11-11,796.9,614.7,454.44,Delivered,True
SHP-014451,WH-02,DST-16,CAR-06,2025-11-08,2025-11-09,2025-11-09,2025-11-28,2025-12-04,14483.8,1163.0,3553.45,Delivered,False
SHP-014452,WH-05,DST-10,CAR-05,2025-11-08,2025-11-09,2025-11-10,2025-11-10,2025-11-10,901.1,127.0,2092.03,Delivered,True
SHP-014453,WH-09,DST-14,CAR-04,2025-11-08,2025-11-10,2025-11-10,2025-11-11,2025-11-11,5032.4,273.7,15256.66,Delivered,True
SHP-014454,WH-03,DST-06,CAR-06,2025-11-08,2025-11-10,2025-11-11,2025-11-18,2025-11-18,5712.5,306.1,520.4,Delivered,True
SHP-014455,WH-01,DST-05,CAR-03,2025-11-08,2025-11-08,2025-11-08,2025-11-11,2025-11-11,2159.1,134.8,506.01,Delivered,True
SHP-014456,WH-02,DST-01,CAR-05,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-09,2205.7,879.1,16899.42,Delivered,True
SHP-014457,WH-02,DST-01,CAR-04,2025-11-08,2025-11-09,2025-11-09,2025-11-10,2025-11-15,2205.7,210.3,5792.06,Delivered,False
SHP-014458,WH-02,DST-03,CAR-04,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-11,1992.0,325.1,6694.35,Delivered,False
SHP-014459,WH-04,DST-11,CAR-02,2025-11-08,2025-11-09,2025-11-10,2025-11-11,2025-11-11,1181.6,425.7,1153.32,Delivered,True
SHP-014460,WH-09,DST-13,CAR-05,2025-11-08,2025-11-09,2025-11-09,2025-11-10,2025-11-10,866.5,564.9,4705.51,Delivered,True
SHP-014461,WH-07,DST-08,CAR-05,2025-11-08,2025-11-08,2025-11-09,2025-11-09,2025-11-09,517.2,1060.8,4629.56,Delivered,True
SHP-014462,WH-04,DST-09,CAR-03,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-09,1424.2,344.9,543.21,Delivered,True
SHP-014463,WH-02,DST-02,CAR-05,2025-11-08,2025-11-08,2025-11-08,2025-11-09,,1295.0,2588.8,25640.74,In Transit,
SHP-014464,WH-06,DST-09,CAR-04,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-09,912.5,221.9,2463.95,Delivered,True
SHP-014465,WH-11,DST-18,CAR-02,2025-11-08,2025-11-10,2025-11-11,2025-11-11,2025-11-11,122.9,217.1,79.96,Delivered,True
SHP-014466,WH-04,DST-08,CAR-05,2025-11-08,2025-11-09,2025-11-10,2025-11-10,2025-11-10,611.3,90.6,1261.29,Delivered,True
SHP-014467,WH-07,DST-06,CAR-04,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-10,1448.5,182.6,3546.89,Delivered,False
SHP-014468,WH-04,DST-16,CAR-06,2025-11-08,2025-11-09,2025-11-10,2025-12-02,2025-12-07,16584.4,1279.3,4415.98,Delivered,False
SHP-014469,WH-06,DST-04,CAR-04,2025-11-08,2025-11-08,2025-11-08,2025-11-09,2025-11-09,5833.2,423.1,23261.68,Delivered,True
SHP-014470,WH-07,DST-07,CAR-02,2025-11-09,2025-11-09,2025-11-09,2025-11-11,2025-11-11,1366.5,361.5,1197.02,Delivered,True
SHP-014471,WH-04,DST-11,CAR-04,2025-11-09,2025-11-10,2025-11-10,2025-11-11,2025-11-11,1181.6,611.5,6136.61,Delivered,True
SHP-014472,WH-09,DST-15,CAR-07,2025-11-09,2025-11-09,2025-11-10,2025-11-15,2025-11-15,4443.8,295.8,440.65,Delivered,True
SHP-014473,WH-04,DST-06,CAR-04,2025-11-09,2025-11-09,2025-11-09,2025-11-10,2025-11-10,320.6,328.7,1084.8,Delivered,True
SHP-014474,WH-09,DST-16,CAR-04,2025-11-09,2025-11-09,2025-11-09,2025-11-10,2025-11-10,8055.2,133.2,17177.5,Delivered,True
SHP-014475,WH-02,DST-09,CAR-07,2025-11-09,2025-11-10,2025-11-11,2025-11-21,2025-11-21,7956.2,76.1,439.34,Delivered,True
SHP-014476,WH-04,DST-10,CAR-04,2025-11-09,2025-11-10,2025-11-10,2025-11-11,2025-11-11,796.9,214.8,2115.43,Delivered,True
SHP-014477,WH-09,DST-01,CAR-05,2025-11-09,2025-11-10,2025-11-10,2025-11-11,2025-11-11,11858.4,531.3,61571.7,Delivered,True
SHP-014478,WH-04,DST-11,CAR-04,2025-11-09,2025-11-10,2025-11-10,2025-11-11,2025-11-11,1181.6,105.8,2312.48,Delivered,True
SHP-014479,WH-01,DST-02,CAR-01,2025-11-09,2025-11-11,2025-11-11,2025-11-12,2025-11-12,947.5,581.7,1259.13,Delivered,True
SHP-014480,WH-12,DST-19,CAR-05,2025-11-09,2025-11-09,2025-11-09,2025-11-10,2025-11-10,1327.6,175.3,3537.44,Delivered,True
SHP-014481,WH-09,DST-13,CAR-03,2025-11-09,2025-11-11,2025-11-11,2025-11-12,2025-11-12,866.5,451.2,394.96,Delivered,True
SHP-014482,WH-09,DST-16,CAR-05,2025-11-09,2025-11-11,2025-11-11,2025-11-12,2025-11-12,8055.2,910.0,63482.83,Delivered,True
SHP-014483,WH-04,DST-04,CAR-05,2025-11-09,2025-11-09,2025-11-10,2025-11-10,2025-11-10,5491.0,481.2,26557.1,Delivered,True
SHP-014484,WH-12,DST-20,CAR-02,2025-11-09,2025-11-09,2025-11-09,2025-11-11,2025-11-15,1240.3,1404.9,3105.29,Delivered,False
SHP-014485,WH-01,DST-01,CAR-01,2025-11-09,2025-11-10,2025-11-10,2025-11-12,2025-11-12,1200.3,288.7,997.21,Delivered,True
SHP-014486,WH-04,DST-07,CAR-03,2025-11-09,2025-11-11,2025-11-11,2025-11-12,2025-11-12,372.9,386.1,152.98,Delivered,True
SHP-014487,WH-05,DST-10,CAR-03,2025-11-09,2025-11-11,2025-11-11,2025-11-13,2025-11-13,901.1,227.8,269.84,Delivered,True
SHP-014488,WH-09,DST-12,CAR-05,2025-11-09,2025-11-09,2025-11-10,2025-11-10,2025-11-16,1754.3,2134.5,29076.85,Delivered,False
SHP-014489,WH-05,DST-10,CAR-05,2025-11-09,2025-11-09,2025-11-10,2025-11-10,2025-11-10,901.1,425.3,4000.45,Delivered,True
SHP-014490,WH-01,DST-15,CAR-04,2025-11-09,2025-11-10,2025-11-11,2025-11-11,2025-11-11,16741.2,199.6,42814.71,Delivered,True
SHP-014491,WH-03,DST-01,CAR-04,2025-11-09,2025-11-09,2025-11-09,2025-11-10,2025-11-10,550.4,272.8,1665.6,Delivered,True
SHP-014492,WH-01,DST-14,CAR-04,2025-11-09,2025-11-09,,2025-11-10,,13666.0,1194.1,121931.7,Cancelled,
SHP-014493,WH-01,DST-02,CAR-04,2025-11-09,2025-11-11,2025-11-12,2025-11-12,2025-11-12,947.5,396.8,3619.02,Delivered,True
SHP-014494,WH-05,DST-09,CAR-01,2025-11-09,2025-11-09,2025-11-09,2025-11-11,2025-11-11,1785.7,619.4,2487.46,Delivered,True
SHP-014495,WH-09,DST-12,CAR-05,2025-11-09,2025-11-11,2025-11-11,2025-11-12,2025-11-12,1754.3,476.2,8422.26,Delivered,True
SHP-014496,WH-05,DST-08,CAR-05,2025-11-09,2025-11-10,2025-11-11,2025-11-11,2025-11-11,255.3,197.5,720.38,Delivered,True
SHP-014497,WH-01,DST-18,CAR-04,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,12212.4,243.8,34687.23,Delivered,True
SHP-014498,WH-04,DST-09,CAR-03,2025-11-10,2025-11-11,2025-11-11,2025-11-12,2025-11-12,1424.2,229.4,428.07,Delivered,True
SHP-014499,WH-01,DST-04,CAR-03,2025-11-10,2025-11-10,2025-11-10,2025-11-12,2025-11-15,1598.9,327.5,590.39,Delivered,False
SHP-014500,WH-07,DST-07,CAR-03,2025-11-10,2025-11-11,2025-11-11,2025-11-13,2025-11-18,1366.5,454.3,625.89,Delivered,False
SHP-014501,WH-02,DST-01,CAR-05,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,2205.7,147.9,5448.34,Delivered,True
SHP-014502,WH-05,DST-10,CAR-05,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,901.1,63.4,1685.14,Delivered,True
SHP-014503,WH-04,DST-15,CAR-07,2025-11-10,2025-11-11,,2025-11-27,,11397.6,19.4,500.13,Cancelled,
SHP-014504,WH-04,DST-14,CAR-07,2025-11-10,2025-11-11,2025-11-11,2025-11-21,2025-11-23,6877.1,232.3,594.59,Delivered,False
SHP-014505,WH-04,DST-09,CAR-04,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,1424.2,645.9,7710.02,Delivered,True
SHP-014506,WH-11,DST-18,CAR-04,2025-11-10,2025-11-12,2025-11-12,2025-11-13,2025-11-13,122.9,301.7,394.58,Delivered,True
SHP-014507,WH-09,DST-12,CAR-01,2025-11-10,2025-11-12,2025-11-12,2025-11-14,2025-11-18,1754.3,927.8,3363.38,Delivered,False
SHP-014508,WH-12,DST-16,CAR-06,2025-11-10,2025-11-10,2025-11-11,2025-11-28,2025-11-28,12799.6,502.0,1617.36,Delivered,True
SHP-014509,WH-11,DST-20,CAR-01,2025-11-10,2025-11-12,2025-11-12,2025-11-14,2025-11-14,2423.4,240.3,1813.9,Delivered,True
SHP-014510,WH-09,DST-19,CAR-06,2025-11-10,2025-11-11,2025-11-12,2025-11-21,2025-11-21,6769.7,353.1,673.98,Delivered,True
SHP-014511,WH-03,DST-13,CAR-04,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,10601.0,314.2,34886.49,Delivered,True
SHP-014512,WH-03,DST-11,CAR-06,2025-11-10,2025-11-11,2025-11-12,2025-11-20,2025-11-22,6328.8,1571.3,2017.84,Delivered,False
SHP-014513,WH-04,DST-09,CAR-02,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-17,1424.2,872.4,2382.53,Delivered,False
SHP-014514,WH-08,DST-03,CAR-04,2025-11-10,2025-11-11,2025-11-12,2025-11-12,2025-11-12,14121.0,588.7,71278.17,Delivered,True
SHP-014515,WH-11,DST-18,CAR-01,2025-11-10,2025-11-10,2025-11-11,2025-11-11,2025-11-16,122.9,5031.9,1093.01,Delivered,False
SHP-014516,WH-07,DST-08,CAR-05,2025-11-10,2025-11-10,2025-11-10,2025-11-11,2025-11-11,517.2,310.3,1873.78,Delivered,True
SHP-014517,WH-09,DST-02,CAR-06,2025-11-10,2025-11-11,2025-11-11,2025-11-27,2025-12-01,11356.6,1140.4,2740.04,Delivered,False
SHP-014518,WH-06,DST-09,CAR-01,2025-11-11,2025-11-13,2025-11-13,2025-11-15,2025-11-17,912.5,739.0,1456.66,Delivered,False
SHP-014519,WH-08,DST-04,CAR-04,2025-11-11,2025-11-11,2025-11-11,2025-11-13,2025-11-13,14798.8,1186.6,131328.12,Delivered,True
SHP-014520,WH-06,DST-09,CAR-02,2025-11-11,2025-11-11,2025-11-11,2025-11-13,2025-11-13,912.5,1231.5,2037.79,Delivered,True
SHP-014521,WH-03,DST-02,CAR-04,2025-11-11,2025-11-11,2025-11-11,2025-11-12,2025-11-12,701.2,480.5,3053.78,Delivered,True
SHP-014522,WH-12,DST-19,CAR-02,2025-11-11,2025-11-11,2025-11-11,2025-11-12,2025-11-18,1327.6,540.9,1534.39,Delivered,False
SHP-014523,WH-01,DST-16,CAR-06,2025-11-11,2025-11-11,2025-11-11,2025-12-01,2025-12-02,15591.8,1207.0,3948.78,Delivered,False
SHP-014524,WH-02,DST-18,CAR-06,2025-11-11,2025-11-11,2025-11-11,2025-11-28,2025-11-28,12955.8,1644.5,4301.46,Delivered,True
SHP-014525,WH-11,DST-20,CAR-01,2025-11-11,2025-11-12,2025-11-13,2025-11-13,2025-11-13,2423.4,72.8,1123.85,Delivered,True
SHP-014526,WH-09,DST-15,CAR-03,2025-11-11,2025-11-12,2025-11-12,2025-11-15,2025-11-16,4443.8,805.8,3128.73,Delivered,False
SHP-014527,WH-01,DST-12,CAR-06,2025-11-11,2025-11-12,2025-11-12,2025-11-26,2025-11-26,11041.3,2176.7,4723.54,Delivered,True
SHP-014528,WH-04,DST-08,CAR-02,2025-11-11,2025-11-13,2025-11-13,2025-11-14,2025-11-14,611.3,188.1,370.11,Delivered,True
SHP-014529,WH-01,DST-16,CAR-06,2025-11-11,2025-11-13,2025-11-13,2025-12-03,2025-12-06,15591.8,116.4,887.98,Delivered,False
SHP-014530,WH-01,DST-05,CAR-05,2025-11-11,2025-11-12,2025-11-12,2025-11-13,2025-11-19,2159.1,50.3,3837.02,Delivered,False
SHP-014531,WH-12,DST-17,CAR-03,2025-11-11,2025-11-12,2025-11-12,2025-11-13,2025-11-20,845.1,407.5,359.38,Delivered,False
SHP-014532,WH-01,DST-05,CAR-02,2025-11-11,2025-11-11,2025-11-11,2025-11-13,2025-11-13,2159.1,186.0,1300.13,Delivered,True
SHP-014533,WH-01,DST-02,CAR-02,2025-11-11,2025-11-12,2025-11-12,2025-11-14,2025-11-14,947.5,140.8,503.74,Delivered,True
SHP-014534,WH-10,DST-15,CAR-04,2025-11-11,2025-11-13,2025-11-13,2025-11-14,2025-11-14,5496.2,634.2,29343.54,Delivered,True
SHP-014535,WH-08,DST-13,CAR-07,2025-11-11,2025-11-12,2025-11-13,2025-11-18,2025-11-18,4671.9,950.1,1074.64,Delivered,True
SHP-014536,WH-09,DST-12,CAR-03,2025-11-11,2025-11-12,2025-11-12,2025-11-13,2025-11-16,1754.3,1213.0,1735.14,Delivered,False
SHP-014537,WH-11,DST-17,CAR-05,2025-11-11,2025-11-13,2025-11-14,2025-11-14,2025-11-14,868.1,213.6,2549.18,Delivered,True
SHP-014538,WH-04,DST-06,CAR-01,2025-11-12,2025-11-12,2025-11-12,2025-11-13,2025-11-13,320.6,293.9,269.18,Delivered,True
SHP-014539,WH-11,DST-06,CAR-04,2025-11-12,2025-11-14,2025-11-15,2025-11-15,2025-11-15,5473.4,1139.1,46908.61,Delivered,True
SHP-014540,WH-01,DST-02,CAR-05,2025-11-12,2025-11-12,2025-11-13,2025-11-13,2025-11-13,947.5,302.4,3379.79,Delivered,True
SHP-014541,WH-09,DST-14,CAR-04,2025-11-12,2025-11-12,2025-11-12,2025-11-13,2025-11-13,5032.4,880.8,34809.79,Delivered,True
